stiffness,theta0,p0,p10,p20,p30,p40,p50,p60,p70,max80,d70,d60,d50,d40,d30,d20,d10,d0
1.3,38.27152601,12.8030815,13.03748058,13.98965003,16.01984305,18.5769301,20.79797722,24.3726566,26.71920661,29.02761956,28.38098832,26.63749204,24.68974227,23.19252347,21.47241967,19.29393419,18.01348413,16.22307044
1.3,38.27152601,16.22307044,16.56836845,16.85617156,18.28434492,20.01490206,23.15842735,25.22617968,27.63820311,30.41107538,29.05944932,26.98055798,25.35734281,23.98098479,21.79411356,19.88430531,19.05020989,16.05875252
1.3,38.27152601,16.05875252,15.70300617,17.01115281,19.12422445,20.75299097,23.8802711,25.27547246,28.191482,30.94207771,29.61759796,27.68928556,25.38865495,23.73562011,22.04756151,20.28852637,17.92561458,16.85392382
1.3,38.5068134,12.20421764,12.82567438,13.57176207,14.86517097,17.86002491,20.68123576,24.08889071,27.31175156,30.15578668,28.53251265,27.18257883,24.33006407,21.94438979,19.91547761,18.25868135,16.8871355,14.41826107
1.3,38.5068134,14.41826107,14.77254432,15.64365473,16.83863552,18.62803404,22.09942717,24.38140465,27.29577757,30.0679578,28.96196113,27.20900391,24.17307379,22.28277766,20.35343272,18.46809387,17.05763929,15.62508596
1.3,38.5068134,15.62508596,15.61580693,15.85000268,17.06790183,19.06391914,22.08113678,24.49824258,27.66724073,29.94219678,29.11495787,27.10930454,24.84748525,22.77112358,20.53277862,18.89258827,17.11517105,15.27668735
1.3,38.21225921,10.54086014,11.29875297,12.2929553,14.18753016,16.18822998,19.66072091,23.46117468,26.39705264,28.6094586,27.60058646,25.4392957,24.02080186,22.20825804,20.15685361,17.45825828,15.93886647,14.77756283
1.3,38.21225921,14.77756283,15.25576,15.38532199,16.3937951,17.76272948,20.2508835,23.89474004,26.82433838,28.54943001,27.50018135,25.75033427,24.06277499,22.61617571,19.96672565,16.54545835,15.87317563,15.43762213
1.3,38.21225921,15.43762213,14.78505436,15.64513931,16.06745308,18.3381396,20.85613228,24.0654236,26.7976444,28.79275696,27.56434845,25.76953067,24.23133468,22.69493508,20.35928549,16.68651891,15.97449493,15.53934789
2.07,37.44330007,15.28515034,16.90459275,18.37192406,19.12469976,21.15511645,23.91512834,26.61462068,28.31858012,30.86989377,30.44016674,29.01506808,26.99620827,25.57591167,23.47514155,22.44750622,20.62745662,19.84615171
2.07,37.44330007,19.84615171,20.11976914,20.5453171,21.85280846,22.876879,24.89585808,26.84782987,29.06265622,31.05667378,30.38547634,29.25723703,27.38053866,26.38170732,24.41794973,22.75453645,21.62128535,20.92742694
2.07,37.44330007,20.92742694,20.37936454,21.1053094,22.52095174,23.59243677,25.59783185,27.00155174,29.03357104,31.432814,30.61156057,29.28453556,27.43366088,25.907932,23.76273816,22.1126968,21.35200874,21.19933681
2.07,36.33419555,14.48091982,15.7321305,16.86650784,18.12747941,20.10890811,23.21996798,26.08466057,28.05534057,30.55317151,30.41468375,28.8142622,26.78358633,24.73178375,22.94365465,21.45514637,19.54869325,18.68923424
2.07,36.33419555,18.68923424,19.72189232,19.55544689,20.4170299,22.19022688,23.90760486,25.64670008,28.4269622,31.43228345,30.47050217,28.81424869,26.41442312,24.71106616,23.071088,21.3435656,20.41064089,19.48631817
2.07,36.33419555,19.48631817,19.11539767,19.88371224,20.74438405,22.51071375,24.35996889,26.07649263,28.56549121,31.11367503,30.36820021,28.66773244,26.48623998,24.78202558,23.04522094,21.26065451,20.28222895,19.52641282
2.07,36.99374055,17.04773711,17.5064325,19.20653108,19.94221285,22.09536866,24.48996761,27.34688399,29.33467202,32.49343046,31.13271464,29.36039827,27.52437518,25.56424998,23.85321655,22.47343529,20.99738131,20.43226897
2.07,36.99374055,20.43226897,20.51956779,21.29699053,22.38789849,23.70611342,25.11449348,26.97712978,29.61630823,32.04924873,31.34391866,28.96936831,27.13266192,25.71393564,24.14131307,22.35745161,21.59157647,20.44321817
2.07,36.99374055,20.44321817,20.83185385,21.13803946,22.12213086,23.65852205,25.25894547,26.92325551,29.35414991,31.75675114,30.91559954,29.00230884,27.4040165,25.94397022,24.25295356,22.43615967,21.62360249,20.62243065
2.12,35.53349592,15.93190204,16.93736365,17.92009556,19.17824998,21.11645968,24.24374274,25.81895156,28.10677466,30.3553331,29.555386,27.98710576,26.63390353,25.36816592,23.765569,22.11862858,21.54144644,20.90417989
2.12,35.53349592,20.90417989,20.74344538,20.87110713,21.9854262,23.14796198,24.73228104,26.50137861,28.26829896,30.67837112,29.01407814,27.88008137,26.95931592,25.52350194,24.07084413,22.54061403,22.02730309,20.44677799
2.12,35.53349592,20.44677799,20.86624124,21.4320582,22.03100538,23.44071253,24.57913503,26.2611384,28.20012929,30.56700328,29.75119439,28.17221921,26.61257441,25.46439265,23.27282618,22.44523489,21.11750088,20.760078
2.12,35.95875786,17.30629425,18.36993578,19.11567369,20.42858884,22.01782901,24.36293194,26.98901095,28.32176433,31.27820162,30.19222439,28.8611869,27.42639259,26.0025034,24.12956359,22.71679416,21.97210361,21.1011935
2.12,35.95875786,21.1011935,21.40724143,21.92031926,23.05708082,23.94361129,25.01573499,26.90619748,29.3663113,31.51213727,30.3657809,29.0189668,27.43913243,25.66197764,24.66470579,22.52665781,22.2318314,21.20659254
2.12,35.95875786,21.20659254,21.60348452,22.3152431,22.82290996,24.31501951,25.25286275,27.40750317,29.15804402,31.31262302,30.05010953,29.06923637,27.19107001,26.24123223,24.36158051,23.01679792,22.10106062,21.36888022
2.12,34.64886247,15.10964912,15.80696267,16.90562526,18.36930788,19.73366634,21.88764981,24.3527828,26.39095837,29.86696319,28.52054568,26.88930825,25.34316601,23.95837051,22.6754022,20.2117679,19.45113092,18.58739042
2.12,34.64886247,18.58739042,19.13952485,19.06387952,20.29991775,21.20972583,22.66679499,24.43838507,27.19433884,29.60283161,28.56165333,26.9834881,25.23572571,23.95005419,22.52273425,20.73913414,19.78615041,19.25271718
2.12,34.64886247,19.25271718,19.46417415,19.72053286,20.30782641,21.0389249,22.73338112,24.83333591,27.20321037,29.55435702,28.52284018,27.23388936,25.78967073,24.46364067,22.18388907,20.95854558,20.29915589,19.75170863
